YearsGroup,DevType,Platform,Count,Rank
senior,Senior executive/VP,MacOS,236,5
senior,Senior executive/VP,Android,194,6
senior,Senior executive/VP,Google Cloud Platform,163,7
senior,Senior executive/VP,Microsoft Azure,157,8
senior,Senior executive/VP,WordPress,153,9
senior,Senior executive/VP,iOS,152,10
senior,Senior executive/VP,Raspberry Pi,146,11
senior,Senior executive/VP,Kubernetes,129,12
senior,Senior executive/VP,Heroku,100,13
senior,Senior executive/VP,Slack Apps and Integrations,79,14
senior,Senior executive/VP,Arduino,75,15
senior,Senior executive/VP,Slack,47,16
senior,Senior executive/VP,IBM Cloud or Watson,22,17
senior,Senior executive/VP,Other(s):,5,18
senior,Student,AWS,338,1
senior,Student,Microsoft Azure,217,2
senior,Student,Google Cloud Platform,181,3
senior,Student,Heroku,176,4
senior,Student,Linux,165,5
senior,Student,Windows,148,6
senior,Student,DigitalOcean,128,7
senior,Student,Docker,94,8
senior,Student,Android,92,9
senior,Student,Raspberry Pi,71,10
senior,Student,Slack,64,11
senior,Student,MacOS,62,12
senior,Student,Arduino,54,13
senior,Student,Firebase,46,14
senior,Student,WordPress,46,15
senior,Student,Google Cloud,40,16
senior,Student,iOS,33,17
senior,Student,IBM Cloud or Watson,31,18
senior,Student,VMware,22,19
senior,Student,Kubernetes,22,20
senior,Student,Managed Hosting,15,21
senior,Student,OVH,14,22
senior,Student,Other(s):,11,23
senior,Student,Oracle Cloud Infrastructure,7,24
senior,Student,Linode,5,25
senior,Student,Colocation,5,26
senior,Student,Vercel,3,27
senior,Student,OpenStack,3,28
senior,Student,Netlify,2,29
senior,Student,Digital Ocean,2,30
senior,Student,Hetzner,2,31
senior,Student,Amazon Web Services (AWS),2,32
senior,Student,Render,1,33
senior,Student,IBM Cloud Or Watson,1,34
senior,Student,Oracle Cloud Infrastructure (OCI),1,35
senior,Student,Cloudflare,1,36
senior,Student,"Linode, now Akamai",1,37
senior,Student,Scaleway,1,38
senior,Student,Vultr,1,39
senior,Student,Fly.io,1,40
senior,Student,OpenShift,1,41
senior,System administrator,AWS,2967,1
senior,System administrator,Linux,1951,2
senior,System administrator,Microsoft Azure,1756,3
senior,System administrator,Windows,1344,4
senior,System administrator,Docker,1303,5
senior,System administrator,Google Cloud Platform,1025,6
senior,System administrator,DigitalOcean,846,7
senior,System administrator,MacOS,685,8
senior,System administrator,Heroku,678,9
senior,System administrator,Raspberry Pi,638,10
senior,System administrator,Android,592,11
senior,System administrator,WordPress,555,12
senior,System administrator,Kubernetes,465,13
senior,System administrator,Google Cloud,424,14
senior,System administrator,Arduino,328,15
senior,System administrator,iOS,324,16
senior,System administrator,VMware,287,17
senior,System administrator,Slack Apps and Integrations,209,18
senior,System administrator,Managed Hosting,204,19
senior,System administrator,Firebase,194,20
senior,System administrator,OVH,128,21
senior,System administrator,Linode,120,22
senior,System administrator,IBM Cloud or Watson,119,23
senior,System administrator,Slack,119,24
senior,System administrator,Oracle Cloud Infrastructure,87,25
senior,System administrator,OpenStack,76,26
senior,System administrator,Colocation,69,27
senior,System administrator,Amazon Web Services (AWS),43,28
senior,System administrator,Other(s):,27,29
senior,System administrator,Digital Ocean,21,30
senior,System administrator,Cloudflare,18,31
senior,System administrator,Hetzner,14,32
senior,System administrator,"Linode, now Akamai",9,33
senior,System administrator,OpenShift,7,34
senior,System administrator,Oracle Cloud Infrastructure (OCI),5,35
senior,System administrator,Netlify,5,36
senior,System administrator,Vercel,3,37
senior,System administrator,Fly.io,2,38
senior,System administrator,Render,1,39
senior,System administrator,IBM Cloud Or Watson,1,40
